DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
PRI,BAQ,8,360,1421474.4
PRI,BAQ,4993.2,12517.2,50634827.78
PRI,BAQ,5328.09,10455.12,41368400.61
PRI,BAQ,2036.22,3792.33,15340809.16
PRI,BAQ,8028.3,16902.06,67393540.44
PRI,BAQ,2386000,21411.46,86614066.22
PRI,BAQ,52404.66,69211.89,275005069.7
PRI,CTG,24480,36272,143519598.7
PRI,CTG,50,561.52,2259112.87
PRI,CTG,1888,19164.08,76741199.04
PRI,CTG,205,2101.26,8402140.43
PRI,CTG,3397,8784.5,35172865.69
PRI,CTG,6054,6540.17,26116339.95
PRI,CTG,1700,4415.26,17628551.34
PRI,CTG,2224,14080.93,56390180.35
PRI,CTG,6192,26418.38,106022524.2
PRI,CTG,1580,9568.46,38407368.5
PRI,CTG,154,135.32,540045.88
PRI,CTG,22320,23815.44,91023802.45
GBR,BAQ,17.59,14856.91,58785227.21
GBR,CTG,2987110,141769.5,566866763.4
GBR,CTG,4130750,179386,702373326
GBR,CTG,200,12,46985.16
GBR,CTG,200,10,39154.3
GBR,CTG,200,14,54816.02
DOM,BAQ,625.42,23858.4,93695874.71
DOM,BAQ,2199,78091.31,312248883.8
DOM,BAQ,25600,18411.52,73618646.83
DOM,BAQ,24000,9436,37578870
DOM,BAQ,208080,114223.76,454896124.2
DOM,BAQ,8,884.96,3538521.4
DOM,BAQ,401250,153678.75,614486018.7
DOM,BAQ,11.5,15,59977.65
DOM,BAQ,5.5,5,19992.55
DOM,BAQ,5,20,79970.2
DOM,BAQ,4511,163262.03,646920086.1
DOM,BAQ,6000,3780,14953226.4
DOM,BAQ,14000,5362,21211428.56
DOM,BAQ,3688.08,14603.08,57768032.11
DOM,BAQ,876.36,7952.03,30393056.26
DOM,BAQ,442170,242725.49,965670940.1
DOM,BAQ,8,890.16,3545640.8
DOM,BAQ,200,500,1977940
DOM,BAQ,5,20,79663
DOM,BAQ,512,512,2042649.6
DOM,BAQ,1040.54,9992.6,39865977.33
DOM,BAQ,1.88,1564.97,6058703.1
DOM,BOG,378.87,35713.26,139832769.6
DOM,CTG,250000,121300,476195901
DOM,CTG,250000,121300,483077250
DOM,CTG,9033,34154.75,134316628.3
DOM,CTG,1200,49190,194633024.4
DOM,CTG,2466.55,11507.2,45923854.33
DOM,CTG,1200,49190,190436625.5
ZAF,BAQ,3000000,901350,3565632438
ZAF,BAQ,30273000,8407898.54,33260637676
CHE,BOG,1,37000,147662560
SUR,BAQ,7051,18720,75314491.2
THA,BAQ,23512,11266.36,45059018.17
THA,BAQ,20642,35091.4,139751500.5
THA,BAQ,24442,11026,44097715.18
THA,BAQ,125000,304387.5,1201886219
THA,BAQ,43441,210846.83,825556003.6
THA,BAQ,44093,142343.84,564596557.9
THA,BAQ,19814,30031.88,117587723.9
THA,BAQ,21576,35276.76,139581672.9
TTO,BAQ,64550,80042,316706983.9
TUR,BAQ,5431595,304509.2,1202366757
TUR,BAQ,2525,81.7,322595.71
TUR,BAQ,5087720,997447.51,3945782656
TUR,CTG,104548,36493.72,143895832.8
URY,BAQ,416.25,13650,53897571
URY,BOG,278400,15774.58,62286560.1
URY,BOG,984,16.76,66177.53
VEN,BAQ,23112,80638.08,322506356.3
VEN,BAQ,394380,622473.25,2445892468
VEN,CUC,67330,60239.6,236897648.5
VEN,CUC,101890,93388.5,365331744.1
VEN,MAI,110226,91537.36,359206536.2
VEN,MAI,44110,46660,187722978.6
VEN,MAI,209.67,26129.82,103174639.5
VEN,MAI,7144.39,101873.61,400791133
VEN,MAI,10224,9204,37029624.84
VEN,MAI,160.14,17991.72,71041026.08
VEN,MAI,92.9,6630,26178820.2
VEN,MAI,64170,55186.2,213650614
VEN,MAI,13993,14269,57407183.49
VEN,MAI,11218.5,24300,95949522
VEN,MAI,31800,8687,33202148.35
VEN,MAI,17108.16,15401.36,61962905.56
VEN,MAI,5760.11,24149.47,96183101.99
VEN,MAI,61496,56005,223076315.8
VEN,MAI,7300,5513.89,21962650.95
VEN,MAI,22762,21745.16,86614234.05
VEN,MAI,210000,174930,687927968.7
VEN,MAI,200,20,79663
VEN,MAI,29.5,27.5,109536.62
VEN,MAI,5,0.5,1991.57
VEN,MAI,18,9,35848.35
XCF,BAQ,90,180,718358.4
XCF,BAQ,0.01,1000,3990880
XCF,BAQ,1.92,356.82,1424025.8
XCF,BAQ,1.66,4502.94,17970693.18
XCF,BAQ,13.32,1800.4,7185180.35
XCF,BAQ,2945,1100.55,4392162.98
DEU,BOG,1835,32000,127440000
DEU,BOG,20,1144.2,4556776.5
DEU,BOG,20,426.6,1698934.5
DEU,BOG,86,238.28,932968.66
DEU,BOG,2,22,84085.1
DEU,BOG,6,7.5,28665.37
DEU,BOG,7,16.11,61573.22
DEU,BOG,27,163.35,624331.86
DEU,BOG,9,89.45,341882.37
DEU,BOG,4,115.38,440988.12
DEU,CLO,14.06,316147.3,1264118141
DEU,CLO,15,391735.59,1533813281
DEU,CTG,595,8111.56,32088357.96
ABW,CLO,1581,30318,121254718.7
ABW,CLO,14.27,10598.55,41031756.38
ABW,CLO,3049,27978.83,110029267.1
SAU,BOG,2,25.23,99219.24
SAU,BOG,147,3079.69,12111158.09
SAU,BOG,5,74.82,294236.38
SAU,BOG,1752,55428.84,217978901.9
ARG,BOG,151.63,6186.21,24392411.61
AUS,BUN,222,3250.08,12781232.1
BOL,BOG,75.93,21958.16,87848546.4
BOL,BOG,208.59,13550.83,53974988.51
BOL,BOG,781,13260.06,52816807.98
BOL,BOG,16,7342,29244287.3
BOL,BOG,73255,123521.89,486792456.7
BOL,CLO,3144,47616,191569167.4
BOL,CLO,2480,45083.32,178643026
BOL,CLO,917,7427.7,29580815.25
BRA,CLO,500,15600,61597224
BRA,CTG,1660,20189.72,79397890.96
CAN,BOG,34,1009.24,3968927.12
CAN,BOG,174,2193.93,8627827.15
CAN,BOG,760,9117.72,34848381.72
CAN,CTG,760,9830.13,39305873.1
COL,CLO,5,99,389334.71
COL,CLO,21,254.1,998160.8
COL,CLO,280,3760.1,14793563.51
COL,CLO,58,1026.3,4046669.65
COL,CLO,135,515.4,2035022.4
COL,CLO,833,4040.9,15962179.48
COL,CLO,62,1119.2,4419160.91
COL,CLO,10,117.8,464727.93
COL,CLO,5,57.5,226724.22
COL,CLO,111,1711.3,6758539.11
COL,CLO,251,3494.9,13783260.58
COL,CLO,36,623.2,2462126.6
COL,CLO,0.41,9.3,37019.85
COL,CLO,1,19.8,75676.59
COL,CLO,10,121,477530.61
COL,CLO,109,1480.7,5851553.09
COL,CLO,13,211.3,828086.55
COL,CLO,27,93.7,358126.08
COL,CLO,239,774,2958266.7
COL,CLO,18,266.6,1018958.53
COL,CLO,1,9.3,35545.06
COL,CLO,7,100.3,383351.61
COL,CLO,13,183.3,700581.76
COL,CLO,13,213.4,815625.47
COL,CLO,90,2520,9688921.2
COL,CLO,450,1857.14,7348257.26
KOR,BOG,107,475.08,1868294.85
CRI,BOG,2,5878,22599793.18
CRI,BOG,1000,6750,26132287.5
CRI,BOG,16080,1234.04,4964802.06
CRI,BOG,907.2,2302.73,9016178.12
CRI,BOG,2047.68,3632.27,14221898.92
CRI,BOG,13.6,8179.99,31264330.77
CRI,BOG,268.82,134227.9,535508918.4
CRI,BOG,2,4400,17554020
CRI,BOG,250.2,2319,9275791.29
CRI,BOG,20,34.15,136024.57
CRI,BOG,816,1783.06,7102195.43
CRI,BOG,3,984,3809506.8
CRI,BOG,700,122.03,486063.79
CRI,BOG,56,743.57,2961750.84
CRI,BOG,2,16061,62179358.45
CRI,BOG,620,646.94,2576859.06
CRI,BOG,35,198.7,791451.9
CRI,BOG,5.16,263.89,1033242.82
CRI,BOG,161.66,8974.5,35139026.53
CRI,BOG,66,4424,17689408.24
CRI,BUN,645780,38477.41,154802700.7
CRI,BUN,217875,5620.2,22611244.83
CRI,BUN,302050,33899.55,136385008.6
CRI,BUN,9991,82512.88,315368353
CRI,CLO,34,1087.32,4348660.22
CRI,CLO,231,6316.36,25261839.67
CRI,CLO,47,899.7,3598287.17
CRI,CLO,80100,88268.83,348861485.9
CRI,CLO,25.68,24074.4,95256622.94
CRI,CLO,224.4,11660,46633353.8
CRI,CLO,2555.8,20324.64,80340730.64
CRI,CLO,7200,1368,5448060
CRI,CLO,40,12,47993.16
CRI,CLO,35,3.5,13998
CRI,CLO,2000,250,983147.5
CHL,BOG,250,6100.25,24542586.8
CHL,BOG,10200,5511,22035788.61
CHL,BOG,150,3800.15,14524363.3
CHL,BOG,120,2040,8252248.8
CHL,BOG,196,4658,18337601.56
CHL,BOG,74,1417,5732076.74
CHL,BOG,417,4033.5,15937619.97
CHL,BOG,9,46.44,187860.01
CHL,BOG,44,484,1957886.48
CHL,BOG,138,5143,20743488.7
CHL,BOG,154,4635,18284534.34
CHL,BOG,12,246,989709.66
CHL,BOG,779,14442.94,57588936.47
CHL,BOG,286,4530,18092371
CHL,BOG,603,10546,41682305.98
CHL,BOG,145,2286.24,8920974.03
CHL,BOG,406,6797,26621372.32
CHL,BOG,336,6212,24468754.92
CHL,BOG,63,1134,4587279.48
CHL,BOG,84,1092,4393345.32
CHL,BOG,88,1804,6936037.23
CHL,BOG,48,1632,6274729.92
CHL,BOG,222,2556,9827334.36
CHL,BOG,316,2656,10211815.36
CHL,BOG,74,444,1707095.64
CHL,BOG,31,635.5,2443376.75
CHL,BOG,176,5318,20446699.57
CHL,BOG,84,3276,12595597.56
CHL,BOG,32,400,1537924
CHL,BOG,401,9179.5,35293433.38
CHL,BOG,276,7068,27175117.08
CHL,BOG,209,2603,10008040.43
CHL,BOG,344,4712,18116744.7
CHL,BOG,84,1386,5328906.66
CHL,BOG,1186,3558,13967889.66
CHL,BOG,1000,3100,12169887
CHL,BOG,370,1850,7262674.5
CHL,BOG,7464,447.84,1750180.57
CHL,BOG,44,5664,22406104.32
CHL,BOG,60,1140,4383083.4
CHL,BOG,158,2444,9396715.64
CHL,BOG,60,360,1384131.6
CHL,BOG,120,1140,4383083.4
CHL,BOG,64,832,3198881.92
CHL,BOG,119,2341.5,9002622.61
CHL,BOG,36,1026,3944775.06
CHL,BOG,84,1848,7105208.88
CHL,BOG,261,5634.5,21663581.94
CHL,BOG,67,1139,4379238.59
CHL,BOG,64,1248,4798322.88
CHL,BOG,223,3831,14729467.11
CHL,BOG,57,1425,5478854.25
CHL,BOG,104,2626,10096471.06
CHL,BUN,151800,11804.65,45117962.53
CHL,BUN,166800,7942.81,30357816.96
CHL,BUN,2791,25661.67,100916826.8
CHL,BUN,16563,195716.23,769671688.9
CHL,BUN,146400,11397.76,45855582
CHL,BUN,139200,6636.13,26698544.57
CHL,CLO,430.93,392765.64,1553798518
CHL,CLO,66830,33750.25,134274482
CHL,CLO,172.7,8079,32242319.52
CHL,CLO,42,605.37,2343659.68
CHL,CLO,100,885,3426233.25
CHL,CLO,40,681.4,2638006.03
CHL,CLO,132,1628.34,6304036.89
CHL,CLO,843,8544.34,33078985.09
CHL,CLO,40,224,867204.8
CHL,CLO,264,1453.72,5628004.29
CHL,CLO,83,1715.3,6640698.18
CHL,CLO,11,91.85,355592.68
CHL,CLO,79,316.15,1223958.91
CHL,CLO,2406,7458.6,29766377.56
CHL,CLO,15000,8080,32178600
CHN,BOG,1681,61344.22,242670373
CHN,BOG,654,22653.01,89612589.18
CHN,BOG,1409,35743.44,141396759.4
CHN,BOG,412,12012.4,47519612.9
CHN,BOG,619,14842.27,58714239.04
CHN,BOG,19,737.87,2918925.17
CHN,BOG,2446,10860.24,42708871.22
CHN,BOG,1015,4506.6,17722610.09
ECU,BOG,70,2660,10227194.6
ECU,BOG,36,828,3183502.68
ECU,BOG,370,11624,45166615.44
ECU,BOG,161,5550,22270602
ECU,BOG,51,1173,4509962.13
ECU,BOG,90,1938,7451241.78
ECU,BOG,835,20128.23,79681211.56
ECU,BOG,2654,48100.49,188110837.8
ECU,BOG,594,8495.42,33730761.81
ECU,BOG,258,3892,15591059.56
ECU,BOG,188,7144,27806282.64
ECU,BOG,58,1881,7404957.21
ECU,BOG,263,11124,44033478.44
ECU,BOG,103,3244.5,13053304.84
ECU,BOG,228,7467,28709196.26
ECU,BOG,59,2035.5,7826110.75
ECU,BOG,54,2160,8737675.2
ECU,BOG,46,1587,6384834.27
ECU,BOG,5789,165999.9,656613564
ECU,BOG,264,7105.5,28012113.85
ECU,BOG,841,24321.5,96707392.88
ECU,BOG,1352,33910,134094436.6
ECU,BOG,1990,46988,185444133.5
ECU,BOG,548,13525,53197169.83
ECU,BOG,221,6190.5,24375833.5
ECU,BOG,62,1860,7524109.2
ECU,BOG,212,5398,21449509.18
ECU,BOG,185,6093,23426427.33
ECU,BOG,11,93.5,376170.13
ECU,BOG,40,580,2333461.8
ECU,BOG,117.9,3436.76,13595410.14
ECU,BOG,11,108.02,427409.21
ECU,BOG,15,247.5,979298.1
ECU,BOG,901,18767.9,74260076
ECU,BOG,145,2318.6,9174143.73
ECU,BOG,9,144,569773.44
ECU,CLO,56.08,43137.22,168738830.6
ECU,CLO,1304,22550.8,88683050.54
ECU,CLO,60,285,1120788.15
ECU,CLO,121.3,7898.56,31582471.14
ECU,CLO,2.2,5.55,22191.73
ECU,CLO,250,578.6,2313537.88
ECU,CLO,4.4,101.83,407168.27
ECU,CLO,2.2,37.03,148064.82
ECU,CLO,1358,2120.17,8477520.94
ECU,CLO,4,343.46,1373328.24
ECU,CLO,60,990,4004767.8
ECU,IPI,16.06,124.56,476074.54
ECU,IPI,429120,18224.73,73321915.98
ECU,IPI,429120,11526.16,46372162.17
ECU,IPI,1296000,19310.4,73805314.32
ECU,IPI,33,17.97,68767.61
ECU,IPI,170,948.18,3749145.12
ECU,IPI,170,628.93,2480947.86
ECU,IPI,22,2906.02,11106953.74
ECU,IPI,68,3004.29,11966537.71
ECU,IPI,386,28638.42,112738319.8
ECU,IPI,1,501.76,1917751.8
ECU,IPI,73,3247.23,12934204.17
ECU,IPI,454,14555.65,57095946.3
ECU,IPI,79,2173.33,8568466.52
ECU,IPI,396,2205.05,8427811.35
ECU,IPI,396,744.83,2846777.5
ECU,IPI,36,6242.95,23860867.04
ECU,IPI,10,789.44,3017279.15
ECU,IPI,168,18444.46,70495648.34
ECU,IPI,44,2253.67,8613639.42
ECU,IPI,20,2529.01,9666002.67
ECU,IPI,99,2307.09,8817813.33
ECU,IPI,4,17,64974.84
ECU,IPI,1,10.55,40322.62
ECU,IPI,1,6.42,24537.56
SLV,BOG,264,5621.32,22237267.36
SLV,BOG,581.26,174237.44,691695181
SLV,BOG,23.22,2186.76,8562105.7
SLV,BOG,229.56,13868.16,54299809.7
SLV,BOG,330,9417.5,37664632.02
SLV,CLO,40000,60580,232918589.8
SLV,CLO,11,2029,8028266.04
SLV,CLO,61.2,2476.8,9522825.4
ARE,CLO,12.32,711957.44,2787619519
ARE,CLO,11.84,656571.23,2619423751
ESP,BOG,484.4,4424,17689408.24
ESP,BOG,1,80,319954.4
ESP,BUN,110,1436.6,5649558.79
ESP,CLO,370.6,48769.68,192569032.3
ESP,CLO,311.55,42534.73,170114675.2
ESP,CLO,629.96,487618.81,1916703510
ESP,CLO,60,1094.34,4426846.04
ESP,CLO,10,255.89,1035131.34
ESP,CLO,221,4382.24,17604383.74
ESP,CLO,20,337.56,1365504.46
ESP,CLO,28,381.11,1541673.78
ESP,CLO,52,672.71,2714757.93
ESP,CLO,367,5994.92,23910516.85
ESP,CLO,776,8397.2,33482329.82
ESP,CLO,69,558.96,2149094.99
ESP,CLO,80,1088.9,4404840.05
ESP,CLO,30,262.02,1007417.11
ESP,CLO,91,2174.07,8789161.11
ESP,CLO,50,1600.95,6449825.86
ESP,CLO,45,1445.53,5633076.21
ESP,CLO,10,299.45,1211341.12
ESP,CLO,40,954.6,3720448.3
ESP,CLO,80,2038.48,7900853.75
ESP,CLO,20,419.22,1695837.12
ESP,CLO,10,157.89,638699.78
ESP,CLO,11,119.78,484536.45
ESP,CLO,10,152.45,616693.78
ESP,CLO,1006,22987.44,91560173.65
ESP,CLO,371,5861.02,23375373.16
ESP,CLO,167,3869.55,15497148.34
ESP,CLO,12,186.37,749805.63
ESP,CLO,195,3231.06,12751351.87
ESP,CLO,437,6228.01,24554368.61
ESP,CLO,145,2937.24,11513231.04
ESP,CLO,58,1366.96,5522790.75
ESP,CLO,113,2325.86,8974132.5
ESP,CLO,9,34.47,138680.04
ESP,CLO,30,327.51,1259213.72
ESP,CLO,512,558.06,2257475.47
ESP,CLO,1396,21742,85197506.26
ESP,CLO,700,599,2409902.79
ESP,CLO,8,992,3925105.92
ESP,CLO,1750,1901.2,7309752.77
ESP,CLO,6100,2812.21,11244649.78
ESP,CLO,20,540,2172533.4
ESP,CLO,8,376,1512726.96
ESP,CLO,14,392,1577098.32
ESP,CLO,46,1104,4441623.84
ESP,CLO,350,381.11,1541673.79
ESP,CLO,111,246.25,993208.09
ESP,CLO,118,327.59,1320551.51
ESP,CLO,40,540,2172533.4
ESP,CLO,62,3498,14073188.58
ESP,CLO,23,740,2977175.4
ESP,CLO,717,1864.66,7518000.57
ESP,CLO,3,118.56,476991.77
ESP,CLO,24,707,2844409.47
ESP,CLO,8,200,804642
ESP,CLO,12,328,1319612.88
ESP,CLO,18,396,1593191.16
ESP,CLO,27,720,2896711.2
ESP,CLO,34,1132,4554273.72
ESP,CLO,85,1819,7318218.99
ESP,CLO,28,770,3097871.7
ESP,CLO,145,157.89,638699.78
ESP,CLO,860,27566,108641815
ESP,CLO,693,12876.6,50417425.93
ESP,CLO,6,126.7,509740.7
ESP,CLO,112,121.96,493355.03
ESP,CLO,145,157.89,638699.78
ESP,CLO,2429,308.09,1226041.33
ESP,CLO,5,370,1445009.3
ESP,CLO,3,9.67,39117.27
ESP,CLO,55,1105,4401380.75
ESP,CLO,0.2,14.5,57755.67
ESP,CLO,0.05,22.88,91134.47
ESP,CLO,90,2070,8245120.5
ESP,CLO,390,8918,35521731.7
ESP,CLO,479,13342,53143187.3
ESP,CLO,1159,38962,155191490.3
ESP,CLO,60,375,1493681.25
ESP,CLO,5,500,1991575
ESP,CLO,100,100,398315
ESP,CLO,1,5,19915.75
ESP,CLO,103,115,458062.25
ESP,CLO,200,200,796630
ESP,CLO,300,90,358483.5
ESP,CLO,3,6,23898.9
USA,BOG,5,319.77,1252037.05
USA,BOG,0.8,109.63,429248.59
USA,BOG,54,7494.52,29202713.97
USA,BOG,0.25,494.53,1914548.16
USA,BOG,30,4144.6,16113310.95
USA,BOG,1,13.72,53719.69
USA,BOG,3,110.83,429072.8
USA,BOG,2557472,2152555.19,8494358799
USA,BOG,4000,9080,34910874.8
USA,BOG,1000,2050,7881860.5
USA,BOG,350,20296.1,80829218.25
USA,BOG,3365.56,63277.78,244976761.4
USA,BOG,504.43,9484.23,36717722.23
USA,BOG,11293,79875.22,314508972.6
USA,BOG,5.84,382,1506237.46
USA,BOG,93.1,6086,23997280.58
USA,BOG,60,480.6,1895020.21
USA,BOG,2550,8933.5,35225058.5
USA,BOG,200,2684,10583092.52
USA,BOG,10100,7910.1,31107180.15
USA,BUN,4994,71848.96,282552501.6
USA,BUN,24507,323885.07,1273707187
USA,CLO,828,66198.46,264756106.9
USA,CLO,1,42.22,168438.8
USA,CLO,38,2908.82,11597985.4
USA,CLO,0.24,171.4,683808.87
USA,CLO,18,2447.65,9761875.93
USA,CLO,5,68.16,271831.33
USA,CLO,2,70.1,279667.45
USA,CLO,44,849.6,3389521.68
USA,CLO,9,315,1256708.25
USA,CLO,15,480,1914984
USA,CLO,759.7,606894.65,2398982644
USA,CLO,5363,253972.33,1002975839
USA,CLO,3923,122930.46,488346279.9
USA,CLO,239,3023.35,11889595.97
USA,CLO,1224,15418.58,60271224.22
USA,CLO,3315,44397.79,178621632.7
USA,CLO,620,8098.23,31606689.6
USA,CLO,2211,27248.11,109624868.6
USA,CLO,4560,54206.32,215598818.7
USA,CLO,217710,157807.7,624450681
USA,CLO,544.8,16050,63491874
USA,CLO,25,443.75,1696034.68
USA,CLO,65,1506.25,5756962.81
USA,CLO,393.96,23660,94225950
USA,CLO,50.31,1400,5505626
USA,CLO,36,786.96,3134068.2
USA,CLO,70,944.75,3715314.4
USA,CLO,1,17.59,69174.25
USA,CLO,101,664.31,2612458.86
USA,CLO,12,189.96,756515.7
USA,CLO,23,313.74,1249469.55
USA,CLO,1,8.7,34213.53
USA,CLO,3,13.38,53340.52
USA,CLO,10,69.66,273944.21
USA,CLO,9808,56977.4,223494039.9
USA,CLO,1170,15363.78,60419447.59
USA,CLO,781,6837.1,26887511.08
USA,CLO,80,1462.83,5752710.62
USA,CLO,180,3104.88,12365184.6
USA,CLO,455,11605.31,45638926.05
USA,CLO,134,1838.02,7247889.52
USA,CLO,125,3568.8,14034627.19
USA,CLO,121,1422.01,5592182.3
USA,CLO,1,39.67,156005.84
USA,CLO,185,2841.64,11175005.04
USA,CLO,295,4791.93,19064304.98
USA,CLO,30,249.9,982754.24
USA,CLO,791,15100.37,60751959.58
USA,CLO,2834,49623.08,199598333.2
USA,CLO,234,3565.29,14020823.8
USA,CLO,292,3046.82,11981893.86
USA,CLO,176,1894.05,7570596.03
USA,CLO,8,180.04,719891.74
USA,CLO,4,61.44,245668.45
USA,CLO,735,8847.36,35308752.07
USA,CLO,686,9071.7,36204066.09
USA,CLO,17550,27875.28,107917752.8
USA,CLO,408.6,10980,44416515.6
USA,CLO,884,5648.76,22214257.08
USA,CLO,682,10039.66,39481866.51
USA,CLO,1,8,31860
USA,CLO,1,80,319954.4
USA,CLO,2,800,3075848
USA,CLO,832,5800,23102270
USA,CLO,115,6916,27340169.4
USA,CLO,27,1787.9,6921765.45
USA,CLO,1408,31246.17,120967984.8
USA,CLO,36,838.6,3246597.97
USA,CLO,808,15795.48,61151411.03
USA,CLO,189,3639.4,14089755.12
USA,CLO,166,2757.3,10674749.08
USA,CLO,316,6723.48,26776259.09
USA,CLO,80,1262.83,4888983.2
USA,CLO,300,957.81,3708113.52
USA,CLO,1000,6070,24270955.7
USA,CLO,5000,80000,319880800
USA,CLO,195,10800,42471972
USA,CLO,2000,20,79650
USA,CLO,2000,20,78979.3
USA,CLO,7000,70,277101.5
USA,CLO,1170,3145.27,12311273.94
USA,CLO,6595,68234.42,266091133.7
USA,CLO,0.6,780.2,3112646.91
USA,CLO,156,461.76,1842214.6
USA,CLO,226314,27711.32,109841255.7
USA,CLO,23040,6826.9,27124590.81
USA,CLO,10750,752.5,3009571.07
USA,CLO,104,1070,4279390.1
USA,CLO,150,296,1158967.28
USA,CLO,0.34,7.5,29995.72
USA,CLO,72,864,3344932.8
USA,CLO,593,21250.98,84632027.85
USA,CLO,908,31859.09,126878825.9
USA,CLO,621,14256.44,56776272.3
USA,CLO,459,12208.93,48622063.72
USA,CLO,84,2969.52,11826113.4
USA,CLO,400,5098,20302785
USA,CLO,15510,204026.3,799930994
USA,CLO,2577,24991.2,97263060.54
USA,CLO,380,2595.57,10272980.8
USA,CLO,659,8879.18,35423932.56
USA,CLO,4628,75390.12,300772653.2
USA,CLO,258,761.1,3043265.96
USA,CLO,442,13125.54,52364998.1
USA,CLO,9000,3780,15117845.4
USA,CLO,15078,10554.6,42202673.64
USA,CLO,14,3509.8,13588015.21
USA,CLO,9,10386.81,40212015.57
USA,CLO,1,1093.2,4422234.5
USA,CLO,10,40,156617.2
USA,CLO,390.44,12560,49307671.2
USA,CLO,1,106.88,413780.57
USA,CLO,33,2631.75,10480944.37
USA,CLO,785,8485,33791512.5
USA,CLO,82,816.45,3257268.09
USA,CLO,539,4056.55,16183809.05
USA,CLO,1455,27386.5,109066736.3
USA,CLO,240,4276,17029170
USA,CLO,50,1010,3965027.7
USA,CLO,787,291.19,1159664.17
USA,CLO,1.96,200,799886
USA,CLO,1084,15328.66,59846778.18
USA,CLO,70,1610,6439082.3
USA,CLO,260,2603.8,10369633.5
USA,CLO,44,165,657112.5
USA,CLO,5178,77967.07,310773548.7
USA,CLO,100,998,3974535
USA,CLO,1643,13413.45,53419064.62
USA,CLO,2149,52961,211653355.7
USA,CLO,488,17922,70582544.37
USA,CLO,1233,45950,181313486.3
USA,CLO,12,93,370372.5
USA,CLO,300,3700,14525349
USA,CLO,396,7634.03,30296211.27
USA,CLO,506,7292.64,29042641.92
USA,CLO,108,2284.84,9115483.42
USA,CLO,2460,40659,156326129.8
USA,CLO,1,1,3844.81
USA,CLO,48,48,187580.06
USA,CLO,1,1,3844.81
USA,CLO,18,18,71685
USA,CLO,44,44,169171.64
USA,CTG,4007,89986.75,355976784.6
USA,CTG,12345,371931.3,1471315591
USA,CTG,7616,94868.62,375288876.4
USA,CTG,811,16961.62,67098133.31
USA,CTG,1294,6686.91,26452613.52
USA,CTG,1072,16043.02,64148175.87
USA,CTG,423,5634.24,22528564.98
FRA,BOG,4488,126079.26,497134304.5
GTM,BOG,464.1,21815,87192794.9
GTM,BOG,70.2,21916.56,87620239.66
GTM,BOG,62.57,48409.01,193631683.2
GTM,BOG,360.34,202403.5,809446351
GTM,BOG,34.91,2706.83,10598403.38
GTM,BOG,619.11,32800.14,128426652.2
GTM,BOG,28.8,1689.3,6739546.81
GTM,BOG,20,760,2922055.6
GTM,BOG,35,1149.5,4419609.09
GTM,BOG,20,630,2422230.3
GTM,BOG,51,1275,4902132.75
GTM,BOG,128,3427.5,13178086.27
GTM,BOG,360,6931,26648378.1
GTM,BOG,184,2838,10911570.77
GTM,BOG,29,354,1361062.74
GTM,BOG,31,883.5,3396889.63
GTM,BOG,33,1254,4821391.74
GTM,BOG,19,565.5,2174240.05
GTM,BOG,59,1858.5,7145579.38
GTM,BOG,33,1254,4821391.74
GTM,BOG,29,902.5,3469941.02
GTM,BOG,26,897,3448794.57
GTM,BOG,848,24127.34,92765038.07
GTM,BOG,79,2355.5,9056449.95
GTM,BOG,159,3591.66,13809250.27
GTM,BOG,369,9133,35114649.72
GTM,BOG,28,644,2476057.64
GTM,BOG,23,575,2210765.75
GTM,BOG,21,798,3068158.38
GTM,BOG,42,1147.5,4411919.47
GTM,BOG,51,1537.5,5911395.37
GTM,BOG,15930,32509.9,130036674.1
GTM,BOG,309,5704.65,22718768.62
GTM,BOG,32,544,2091576.64
GTM,BOG,4,138,530583.78
GTM,BOG,21,651.63,2595116.47
GTM,BOG,57,967.2,3851874
GTM,BOG,15,2538,10150553.34
GTM,BUN,279456,30278.74,121817729.6
GTM,BUN,111600,5103,20530440.63
GTM,BUN,89808,14139.88,54043328.35
GTM,BUN,330960,16199.38,61914840.32
GTM,CLO,76,2364,9089130.83
GTM,CLO,148,5624,21745060.72
GTM,CLO,10,250,961202.5
GTM,CLO,53,1539.5,6227616.19
GTM,CLO,22,627,2536352.94
GTM,CLO,368,6442.5,25888376.01
GTM,CLO,22,341,1379420.02
GTM,CLO,36,599,2423086.78
GTM,CLO,33,882.5,3443147.32
GTM,CLO,45,1655,6611067.72
GTM,CLO,14,350,1415827
GTM,CLO,16,760,2922055.6
GTM,CLO,16,552,2232961.44
GTM,CLO,27,1026,4150395.72
GTM,CLO,61,2679,10300245.98
GTM,CLO,439,12113.5,47642792.25
GTM,CLO,65,1943.5,7472388.22
GTM,CLO,103,3209.5,12560869.72
GTM,CLO,136,3128,12386101.22
GTM,CLO,209,5191,20579880.12
GTM,CLO,132,3765,14791856.42
GTM,CLO,65,1932,7524970.94
GTM,CLO,15,345,1395600.9
GTM,CLO,40,1320.5,5077071.6
GTM,CLO,43055,92956.1,362448227.8
GTM,CLO,984.13,8000,31865200
GTM,CLO,126,2407.93,9631503.28
GTM,CLO,102000,4386,17350489.68
GTM,CLO,40,709.2,2835743.29
GTM,CLO,35,532,2127207.32
GTM,CLO,29,1065.46,4260252.46
GTM,CLO,30,950.1,3798984.35
